Tool,Severity,Code,Location,Line
CodeQL,warning,ql-qc-size Circuit 'CX_circ' has 2 qubits and 1 classical bits.,gates_20overview_44ffd3.py,33
CodeQL,warning,ql-qc-size Circuit 'Cf0' has 0 qubits and 0 classical bits.,vqa_poisson1d_67a7be.py,1027
CodeQL,warning,ql-qc-size Circuit 'Cf1' has 0 qubits and 0 classical bits.,vqa_poisson1d_67a7be.py,1031
CodeQL,warning,ql-qc-size Circuit 'CheckM_qc' has 5 qubits and 0 classical bits.,funzioni01_ea2685.py,233
CodeQL,warning,ql-qc-size Circuit 'Circ' has 0 qubits and 0 classical bits.,n_7b6ecc.py,20
CodeQL,warning,ql-qc-size Circuit 'Circ' has 19 qubits and 0 classical bits.,icpc_20question_202_20notebook_7f0b9e.py,45
CodeQL,warning,ql-qc-size Circuit 'Circ' has 19 qubits and 0 classical bits.,icpc_20question_202_20notebook_7f0b9e.py,53
CodeQL,warning,ql-qc-size Circuit 'Circ' has 19 qubits and 0 classical bits.,icpc_20question_202_20notebook_7f0b9e.py,69
CodeQL,warning,ql-qc-size Circuit 'Circ' has 21 qubits and 0 classical bits.,icpc_20question_202_20notebook_7f0b9e.py,116
CodeQL,warning,ql-qc-size Circuit 'Circ' has 21 qubits and 0 classical bits.,icpc_20question_202_20notebook_7f0b9e.py,124
CodeQL,warning,ql-qc-size Circuit 'Circ' has 21 qubits and 0 classical bits.,icpc_20question_202_20notebook_7f0b9e.py,142
CodeQL,warning,ql-qc-size Circuit 'Circuit' has 3 qubits and 2 classical bits.,fullcode_4cc7ec.py,122
CodeQL,warning,ql-qc-size Circuit 'Circuit' has 6 qubits and 0 classical bits.,realization_20of_20the_20real_qadc_8cc3cb.py,60
CodeQL,warning,ql-qc-size Circuit 'Circuit_inital' has 0 qubits and 0 classical bits.,realization_20of_20the_20real_qadc_8cc3cb.py,34
CodeQL,warning,ql-qc-size Circuit 'DF_circ' has 0 qubits and 0 classical bits.,diffuser_14a902.py,22
CodeQL,warning,ql-qc-size Circuit 'Dcir' has 0 qubits and 0 classical bits.,slicer_d1db9c.py,28
CodeQL,warning,ql-qc-size Circuit 'DeutschCircuit' has 2 qubits and 0 classical bits.,deuscht_2fff81.py,36
CodeQL,warning,ql-qc-size Circuit 'Deutsch_Jozsa_Circuit' has 0 qubits and 0 classical bits.,deutsch_jozsa_3acb55.py,61
CodeQL,warning,ql-qc-size Circuit 'DoubleCheckM_qc' has 7 qubits and 0 classical bits.,funzioni01_ea2685.py,254
CodeQL,warning,ql-qc-size Circuit 'EMPTY' has 4200 qubits and 4200 classical bits.,environmental_noise_dcefde.py,24
CodeQL,warning,ql-qc-size Circuit 'EMPTY' has 4200 qubits and 4200 classical bits.,ideal_bd6238.py,9
CodeQL,warning,ql-qc-size Circuit 'EPRpair' has 4 qubits and 4 classical bits.,projectsimulation_faed58.py,63
CodeQL,warning,ql-qc-size Circuit 'EQUIVALENT_CUSTOM_GATE_CIRCUITS' has 0 qubits and 0 classical bits.,circuit_conversions_test_2fb4ab.py,383
CodeQL,warning,ql-qc-size Circuit 'EQUIVALENT_CUSTOM_GATE_CIRCUITS' has 0 qubits and 0 classical bits.,circuit_conversions_test_2fb4ab.py,395
CodeQL,warning,ql-qc-size Circuit 'EQUIVALENT_CUSTOM_GATE_CIRCUITS' has 0 qubits and 0 classical bits.,circuit_conversions_test_2fb4ab.py,407
CodeQL,warning,ql-qc-size Circuit 'EQUIVALENT_CUSTOM_GATE_CIRCUITS' has 0 qubits and 0 classical bits.,circuit_conversions_test_2fb4ab.py,424
CodeQL,warning,ql-qc-size Circuit 'EQUIVALENT_NON_PARAMETRIZED_CIRCUITS' has 0 qubits and 0 classical bits.,circuit_conversions_test_2fb4ab.py,171
CodeQL,warning,ql-qc-size Circuit 'EQUIVALENT_NON_PARAMETRIZED_CIRCUITS' has 0 qubits and 0 classical bits.,circuit_conversions_test_2fb4ab.py,181
CodeQL,warning,ql-qc-size Circuit 'EQUIVALENT_NON_PARAMETRIZED_CIRCUITS' has 0 qubits and 0 classical bits.,circuit_conversions_test_2fb4ab.py,196
CodeQL,warning,ql-qc-size Circuit 'EQUIVALENT_NON_PARAMETRIZED_CIRCUITS' has 0 qubits and 0 classical bits.,circuit_conversions_test_2fb4ab.py,210
CodeQL,warning,ql-qc-size Circuit 'EQUIVALENT_NON_PARAMETRIZED_CIRCUITS' has 0 qubits and 0 classical bits.,circuit_conversions_test_2fb4ab.py,222
CodeQL,warning,ql-qc-size Circuit 'EQUIVALENT_NON_PARAMETRIZED_CIRCUITS' has 0 qubits and 0 classical bits.,circuit_conversions_test_2fb4ab.py,234
CodeQL,warning,ql-qc-size Circuit 'EQUIVALENT_NON_PARAMETRIZED_CIRCUITS' has 0 qubits and 0 classical bits.,circuit_conversions_test_2fb4ab.py,243
CodeQL,warning,ql-qc-size Circuit 'EQUIVALENT_NON_PARAMETRIZED_CIRCUITS' has 0 qubits and 0 classical bits.,circuit_conversions_test_2fb4ab.py,257
CodeQL,warning,ql-qc-size Circuit 'EQUIVALENT_PARAMETRIZED_CIRCUITS' has 0 qubits and 0 classical bits.,circuit_conversions_test_2fb4ab.py,283
CodeQL,warning,ql-qc-size Circuit 'EQUIVALENT_PARAMETRIZED_CIRCUITS' has 0 qubits and 0 classical bits.,circuit_conversions_test_2fb4ab.py,297
CodeQL,warning,ql-qc-size Circuit 'EQUIVALENT_PARAMETRIZED_CIRCUITS' has 0 qubits and 0 classical bits.,circuit_conversions_test_2fb4ab.py,308
CodeQL,warning,ql-qc-size Circuit 'EQUIVALENT_PARAMETRIZED_CIRCUITS' has 0 qubits and 0 classical bits.,circuit_conversions_test_2fb4ab.py,331
CodeQL,warning,ql-qc-size Circuit 'EQUIVALENT_PARAMETRIZED_CIRCUITS' has 0 qubits and 0 classical bits.,circuit_conversions_test_2fb4ab.py,355
CodeQL,warning,ql-qc-size Circuit 'Eve' has 0 qubits and 0 classical bits.,without_eve_the_hacker_caa876.py,222
CodeQL,warning,ql-qc-size Circuit 'Eve2' has 0 qubits and 0 classical bits.,without_eve_the_hacker_caa876.py,261
CodeQL,warning,ql-qc-size Circuit 'G' has 0 qubits and 0 classical bits.,compare_walltoallcnot_qng_e78799.py,25
CodeQL,warning,ql-qc-size Circuit 'G' has 0 qubits and 0 classical bits.,compare_walternating_qng_4layers_4qubits_5744de.py,24
CodeQL,warning,ql-qc-size Circuit 'G' has 0 qubits and 0 classical bits.,compare_wchaincnot_qng_416375.py,22
CodeQL,warning,ql-qc-size Circuit 'G' has 0 qubits and 0 classical bits.,two_20level_20unitary_20gate_203_e7a2c3.py,81
CodeQL,warning,ql-qc-size Circuit 'GSA2' has 3 qubits and 0 classical bits.,levels_68452d.py,409
CodeQL,warning,ql-qc-size Circuit 'GSA3' has 4 qubits and 0 classical bits.,levels_68452d.py,552
CodeQL,warning,ql-qc-size Circuit 'G_circ' has 11 qubits and 0 classical bits.,util_0d805b.py,122
CodeQL,warning,ql-qc-size Circuit 'G_qc' has 0 qubits and 0 classical bits.,aes_8fae6e.py,132
CodeQL,warning,ql-qc-size Circuit 'G_r__gate__circuit' has 1 qubits and 0 classical bits.,qml_inference_circuit_a4c35d.py,311
CodeQL,warning,ql-qc-size Circuit 'Gate_type_VIII' has 0 qubits and 20 classical bits.,csci4971_hw6_f011ee.py,23
CodeQL,warning,ql-qc-size Circuit 'GiacoCirc' has 0 qubits and 5 classical bits.,ionqcloud_27d4d9.py,27
CodeQL,warning,ql-qc-size Circuit 'Gr_X1X2X3UrX1X2X3' has 5 qubits and 5 classical bits.,new_time_dom_qc_ab2ea7.py,252
CodeQL,warning,ql-qc-size Circuit 'Gr_X1X2X3UrX3' has 5 qubits and 5 classical bits.,new_time_dom_qc_ab2ea7.py,223
CodeQL,warning,ql-qc-size Circuit 'Gr_X3UrX1X2X3' has 5 qubits and 5 classical bits.,new_time_dom_qc_ab2ea7.py,196
CodeQL,warning,ql-qc-size Circuit 'Gr_X3UrX3' has 5 qubits and 5 classical bits.,new_time_dom_qc_ab2ea7.py,158
CodeQL,warning,ql-qc-size Circuit 'Grover' has 3 qubits and 3 classical bits.,expfuncs_301cea.py,149
CodeQL,warning,ql-qc-size Circuit 'Grover_circuit' has 0 qubits and 0 classical bits.,grover_d91e14.py,137
CodeQL,warning,ql-qc-size Circuit 'Grover_circuit' has 11 qubits and 2 classical bits.,grover_47e392.py,15
CodeQL,warning,ql-qc-size Circuit 'Grover_trans' has 3 qubits and 3 classical bits.,expfuncs_301cea.py,200
CodeQL,warning,ql-qc-size Circuit 'H' has 0 qubits and 0 classical bits.,gsaoa_0dac95.py,30
CodeQL,warning,ql-qc-size Circuit 'H_circ' has 1 qubits and 1 classical bits.,gates_20overview_44ffd3.py,23
CodeQL,warning,ql-qc-size Circuit 'H_circuit' has 1 qubits and 0 classical bits.,lesson_01_03_47f8ac.py,12
CodeQL,warning,ql-qc-size Circuit 'H_circuit' has 1 qubits and 0 classical bits.,untitled_b482f9.py,66
CodeQL,warning,ql-qc-size Circuit 'H_circuit' has 2 qubits and 0 classical bits.,lesson_01_04_69787b.py,12
CodeQL,warning,ql-qc-size Circuit 'H_circuit' has 2 qubits and 0 classical bits.,lesson_01_05_6b7dc3.py,12
CodeQL,warning,ql-qc-size Circuit 'H_circuit' has 2 qubits and 0 classical bits.,untitled_b482f9.py,80
CodeQL,warning,ql-qc-size Circuit 'Heis2' has 2 qubits and 2 classical bits.,part2_b6b6f7.py,358
CodeQL,warning,ql-qc-size Circuit 'Heis2' has 2 qubits and 2 classical bits.,part2_b6b6f7.py,975
CodeQL,warning,ql-qc-size Circuit 'Heis3' has 3 qubits and 3 classical bits.,part2_b6b6f7.py,544
CodeQL,warning,ql-qc-size Circuit 'Hxy' has 2 qubits and 0 classical bits.,qfunctions2spin_1ee534.py,91
CodeQL,warning,ql-qc-size Circuit 'HxyByBx' has 2 qubits and 0 classical bits.,qfunctions2spin_1ee534.py,160
CodeQL,warning,ql-qc-size Circuit 'IF_circ' has 1 qubits and 1 classical bits.,gates_20overview_44ffd3.py,233
CodeQL,warning,ql-qc-size Circuit 'Id_circ' has 1 qubits and 1 classical bits.,gates_20overview_44ffd3.py,43
CodeQL,warning,ql-qc-size Circuit 'InitCircuit' has 0 qubits and 5 classical bits.,ionqcloud_27d4d9.py,21
CodeQL,warning,ql-qc-size Circuit 'OPT_QS' has 4 qubits and 0 classical bits.,optimizedquantumswitch_checkpoint_aa19dd.py,72
CodeQL,warning,ql-qc-size Circuit 'Operational_circuit_try' has 1 qubits and 0 classical bits.,minimum_eigenvalue_2x2_95d0e2.py,39
CodeQL,warning,ql-qc-size Circuit 'Oracle' has 0 qubits and 0 classical bits.,deutsch_jozsa_e7d020.py,29
CodeQL,warning,ql-qc-size Circuit 'P' has 0 qubits and 0 classical bits.,vqa_poisson1d_67a7be.py,1651
CodeQL,warning,ql-qc-size Circuit 'Pauli_matrix' has 3 qubits and 0 classical bits.,all_methods_working_435abe.py,773
CodeQL,warning,ql-qc-size Circuit 'Pauli_matrix' has 3 qubits and 0 classical bits.,all_methods_working_435abe.py,1094
CodeQL,warning,ql-qc-size Circuit 'Pauli_matrix' has 3 qubits and 0 classical bits.,all_methods_working_435abe.py,1105
CodeQL,warning,ql-qc-size Circuit 'Pauli_matrix' has 3 qubits and 0 classical bits.,all_methods_working_435abe.py,1671
CodeQL,warning,ql-qc-size Circuit 'Pn_system_only' has 3 qubits and 0 classical bits.,all_methods_working_435abe.py,1660
CodeQL,warning,ql-qc-size Circuit 'QAE_circ' has 0 qubits and 0 classical bits.,qaeansatz_scaling_mps_efa9cb.py,115
CodeQL,warning,ql-qc-size Circuit 'QAOA' has 0 qubits and 0 classical bits.,copypaste_e3c1fc.py,83
CodeQL,warning,ql-qc-size Circuit 'QAOA' has 0 qubits and 0 classical bits.,graph_dd6ef5.py,120
CodeQL,warning,ql-qc-size Circuit 'QAOA' has 0 qubits and 0 classical bits.,qaoa_2_6928c7.py,47
CodeQL,warning,ql-qc-size Circuit 'QAOA' has 0 qubits and 0 classical bits.,qaoa_4495b5.py,83
CodeQL,warning,ql-qc-size Circuit 'QAOA' has 0 qubits and 0 classical bits.,qaoa_4element_graph_ccc630.py,111
CodeQL,warning,ql-qc-size Circuit 'QAOA' has 0 qubits and 0 classical bits.,qiskit_20implementation_20of_20weighted_20max_cut_20graph_059e68.py,89
CodeQL,warning,ql-qc-size Circuit 'QAOA' has 0 qubits and 0 classical bits.,show_matrices_870e05.py,36
CodeQL,warning,ql-qc-size Circuit 'QAOA' has 0 qubits and 0 classical bits.,show_matrices_870e05.py,75
CodeQL,warning,ql-qc-size Circuit 'QAOA' has 0 qubits and 0 classical bits.,statevector_functions_9d8462.py,13
CodeQL,warning,ql-qc-size Circuit 'QAOA' has 0 qubits and 0 classical bits.,statevector_functions_9d8462.py,117
CodeQL,warning,ql-qc-size Circuit 'QAOA' has 1 qubits and 1 classical bits.,gate_solver_5d0c95.py,13
CodeQL,warning,ql-qc-size Circuit 'QAOA' has 5 qubits and 5 classical bits.,expfuncs_301cea.py,40
CodeQL,warning,ql-qc-size Circuit 'QAOA' has 8 qubits and 0 classical bits.,main_qaoa_dfa3fd.py,13
CodeQL,warning,ql-qc-size Circuit 'QAOA_trans' has 5 qubits and 5 classical bits.,expfuncs_301cea.py,97
CodeQL,warning,ql-qc-size Circuit 'QC' has 0 qubits and 0 classical bits.,qgp_functions_b6224d.py,110
CodeQL,warning,ql-qc-size Circuit 'QC' has 0 qubits and 2 classical bits.,fullprojectcode_c53c13.py,80
CodeQL,warning,ql-qc-size Circuit 'QC' has 0 qubits and 2 classical bits.,fullprojectcode_c53c13.py,175
CodeQL,warning,ql-qc-size Circuit 'QC' has 1 qubits and 1 classical bits.,rcnot_989404.py,9
CodeQL,warning,ql-qc-size Circuit 'QC' has 2 qubits and 2 classical bits.,myvqe_ab761f.py,144
CodeQL,warning,ql-qc-size Circuit 'QC' has 2 qubits and 2 classical bits.,myvqe_ab761f.py,184
CodeQL,warning,ql-qc-size Circuit 'QC' has 2 qubits and 2 classical bits.,myvqe_ab761f.py,224
CodeQL,warning,ql-qc-size Circuit 'QC' has 2 qubits and 2 classical bits.,myvqe_ab761f.py,264
CodeQL,warning,ql-qc-size Circuit 'QC' has 2 qubits and 2 classical bits.,myvqe_ab761f.py,304
CodeQL,warning,ql-qc-size Circuit 'QC' has 2 qubits and 2 classical bits.,myvqe_ab761f.py,344
CodeQL,warning,ql-qc-size Circuit 'QC' has 2 qubits and 2 classical bits.,myvqe_ab761f.py,384
CodeQL,warning,ql-qc-size Circuit 'QC' has 2 qubits and 2 classical bits.,myvqe_ab761f.py,424
CodeQL,warning,ql-qc-size Circuit 'QC' has 2 qubits and 2 classical bits.,myvqe_ab761f.py,464
CodeQL,warning,ql-qc-size Circuit 'QC' has 2 qubits and 2 classical bits.,myvqe_ab761f.py,504
CodeQL,warning,ql-qc-size Circuit 'QC' has 2 qubits and 2 classical bits.,myvqe_ab761f.py,544
CodeQL,warning,ql-qc-size Circuit 'QC' has 2 qubits and 2 classical bits.,myvqe_ab761f.py,584
CodeQL,warning,ql-qc-size Circuit 'QC' has 2 qubits and 2 classical bits.,myvqe_ab761f.py,624
CodeQL,warning,ql-qc-size Circuit 'QC' has 2 qubits and 2 classical bits.,myvqe_ab761f.py,664
CodeQL,warning,ql-qc-size Circuit 'QC' has 2 qubits and 2 classical bits.,myvqe_ab761f.py,704
CodeQL,warning,ql-qc-size Circuit 'QC' has 2 qubits and 2 classical bits.,myvqe_ab761f.py,744
CodeQL,warning,ql-qc-size Circuit 'QC' has 2 qubits and 2 classical bits.,swap_8634cc.py,52
CodeQL,warning,ql-qc-size Circuit 'QC' has 3 qubits and 3 classical bits.,cnot3_da4066.py,42
CodeQL,warning,ql-qc-size Circuit 'QC' has 5 qubits and 5 classical bits.,shors_bbdf04.py,62
CodeQL,warning,ql-qc-size Circuit 'QC' has 6 qubits and 3 classical bits.,qyq_78b24a.py,362
CodeQL,warning,ql-qc-size Circuit 'QC_FieldEvol' has 0 qubits and 0 classical bits.,quantumstsimulator_7d308e.py,139
CodeQL,warning,ql-qc-size Circuit 'QFT' has 0 qubits and 0 classical bits.,levels_68452d.py,343
CodeQL,warning,ql-qc-size Circuit 'QFT' has 0 qubits and 0 classical bits.,shor_f09da0.py,281
CodeQL,warning,ql-qc-size Circuit 'QFT_2' has 2 qubits and 0 classical bits.,levels_68452d.py,158
CodeQL,warning,ql-qc-size Circuit 'QFT_3' has 3 qubits and 0 classical bits.,levels_68452d.py,180
CodeQL,warning,ql-qc-size Circuit 'QFT_4' has 4 qubits and 0 classical bits.,levels_68452d.py,213
CodeQL,warning,ql-qc-size Circuit 'QFT_5' has 5 qubits and 0 classical bits.,levels_68452d.py,263
CodeQL,warning,ql-qc-size Circuit 'QFT_circ' has 0 qubits and 0 classical bits.,generate_finalization_515c25.py,123
CodeQL,warning,ql-qc-size Circuit 'QFTcircuit' has 3 qubits and 3 classical bits.,qft_20mit_20ibm_5f7034.py,40
CodeQL,warning,ql-qc-size Circuit 'QFTcircuit' has 3 qubits and 3 classical bits.,qft_7c8a08.py,11
CodeQL,warning,ql-qc-size Circuit 'QR_circ' has 0 qubits and 0 classical bits.,mod_adder_171849.py,78
CodeQL,warning,ql-qc-size Circuit 'QR_circ' has 0 qubits and 0 classical bits.,mod_adder_171849.py,103
CodeQL,warning,ql-qc-size Circuit 'QR_circ' has 0 qubits and 0 classical bits.,mod_adder_171849.py,135
CodeQL,warning,ql-qc-size Circuit 'QR_circ' has 6 qubits and 0 classical bits.,adder_exp_sans_superposition_4b43fe.py,64
CodeQL,warning,ql-qc-size Circuit 'QR_circ' has 6 qubits and 0 classical bits.,adder_exp_sans_superposition_4b43fe.py,106
CodeQL,warning,ql-qc-size Circuit 'QS' has 4 qubits and 0 classical bits.,optimizedquantumswitch_checkpoint_aa19dd.py,40
CodeQL,warning,ql-qc-size Circuit 'Qc' has 2 qubits and 0 classical bits.,week_2015_1f68a6.py,37
CodeQL,warning,ql-qc-size Circuit 'Qcircuit' has 1 qubits and 1 classical bits.,experiment_1_sim_8e6316.py,13
CodeQL,warning,ql-qc-size Circuit 'QuantumCounting' has 11 qubits and 0 classical bits.,main_quantum_counting_alt_2_829843.py,14
CodeQL,warning,ql-qc-size Circuit 'R2b' has 0 qubits and 0 classical bits.,experiment_7_65cc18.py,194
CodeQL,warning,ql-qc-size Circuit 'R2b' has 0 qubits and 0 classical bits.,experiment_1_1f8186.py,231
CodeQL,warning,ql-qc-size Circuit 'RS_state' has 2 qubits and 2 classical bits.,weigner_equality_e44675.py,48
CodeQL,warning,ql-qc-size Circuit 'RZ_state' has 2 qubits and 2 classical bits.,weigner_equality_e44675.py,38
CodeQL,warning,ql-qc-size Circuit 'Reset_circ' has 1 qubits and 1 classical bits.,gates_20overview_44ffd3.py,223
CodeQL,warning,ql-qc-size Circuit 'Rx_circ' has 1 qubits and 1 classical bits.,gates_20overview_44ffd3.py,53
CodeQL,warning,ql-qc-size Circuit 'Ry_circ' has 1 qubits and 1 classical bits.,gates_20overview_44ffd3.py,63
CodeQL,warning,ql-qc-size Circuit 'Rz_circ' has 1 qubits and 1 classical bits.,gates_20overview_44ffd3.py,73
CodeQL,warning,ql-qc-size Circuit 'S0_qc' has 0 qubits and 0 classical bits.,vqa_poisson1d_67a7be.py,547
CodeQL,warning,ql-qc-size Circuit 'S0_qc' has 0 qubits and 0 classical bits.,vqa_poisson1d_67a7be.py,787
CodeQL,warning,ql-qc-size Circuit 'S1_qc' has 0 qubits and 0 classical bits.,vqa_poisson1d_67a7be.py,812
CodeQL,warning,ql-qc-size Circuit 'SBox_circuit' has 16 qubits and 0 classical bits.,s_box_cedd5c.py,417
CodeQL,warning,ql-qc-size Circuit 'SBox_circuit' has 20 qubits and 0 classical bits.,s_box_cedd5c.py,380
CodeQL,warning,ql-qc-size Circuit 'SBox_circuit' has 20 qubits and 0 classical bits.,s_box_cedd5c.py,398
CodeQL,warning,ql-qc-size Circuit 'SDES' has 28 qubits and 8 classical bits.,simplified_des_quantum_test_e77515.py,288
CodeQL,warning,ql-qc-size Circuit 'SUM' has 3 qubits and 0 classical bits.,adder_exp_sans_superposition_4b43fe.py,47
CodeQL,warning,ql-qc-size Circuit 'SUM' has 3 qubits and 0 classical bits.,mod_adder_171849.py,39
CodeQL,warning,ql-qc-size Circuit 'SWAP_circ' has 2 qubits and 1 classical bits.,gates_20overview_44ffd3.py,203
CodeQL,warning,ql-qc-size Circuit 'S_circ' has 1 qubits and 1 classical bits.,gates_20overview_44ffd3.py,113
CodeQL,warning,ql-qc-size Circuit 'Schi_qc' has 0 qubits and 0 classical bits.,vqa_poisson1d_67a7be.py,572
CodeQL,warning,ql-qc-size Circuit 'Sdg_circ' has 1 qubits and 1 classical bits.,gates_20overview_44ffd3.py,123
CodeQL,warning,ql-qc-size Circuit 'Simon_circuit' has 0 qubits and 0 classical bits.,simon_6d891e.py,7
CodeQL,warning,ql-qc-size Circuit 'Superdense_Code' has 2 qubits and 0 classical bits.,superdense_20code_65b5e2.py,18
CodeQL,warning,ql-qc-size Circuit 'Sx' has 0 qubits and 0 classical bits.,model_4d913f.py,271
CodeQL,warning,ql-qc-size Circuit 'T' has 10 qubits and 0 classical bits.,quantum_walks_project_329d10.py,147
CodeQL,warning,ql-qc-size Circuit 'TQAOA' has 1 qubits and 1 classical bits.,gate_solver_5d0c95.py,19
CodeQL,warning,ql-qc-size Circuit 'TWO_CNOTS' has 2 qubits and 0 classical bits.,test_qiskit_transpiler_tools_77acad.py,10
CodeQL,warning,ql-qc-size Circuit 'T_circ' has 1 qubits and 1 classical bits.,gates_20overview_44ffd3.py,133
CodeQL,warning,ql-qc-size Circuit 'Tdg_circ' has 1 qubits and 1 classical bits.,gates_20overview_44ffd3.py,143
CodeQL,warning,ql-qc-size Circuit 'Three_qec' has 5 qubits and 0 classical bits.,levels_68452d.py,96
CodeQL,warning,ql-qc-size Circuit 'Trot_qc' has 0 qubits and 0 classical bits.,init_44e209.py,54
CodeQL,warning,ql-qc-size Circuit 'Trot_qc' has 3 qubits and 0 classical bits.,funzioni01_ea2685.py,27
CodeQL,warning,ql-qc-size Circuit 'Trot_qc' has 3 qubits and 0 classical bits.,funzioni01_ea2685.py,141
CodeQL,warning,ql-qc-size Circuit 'Trot_qc' has 3 qubits and 0 classical bits.,lab_4_386a8d.py,320
CodeQL,warning,ql-qc-size Circuit 'Trot_qc' has 3 qubits and 0 classical bits.,qgss22_lab_4_c00fd7.py,309
CodeQL,warning,ql-qc-size Circuit 'Trot_qc' has 3 qubits and 0 classical bits.,troter_utils_v0_1f5e88.py,214
CodeQL,warning,ql-qc-size Circuit 'Trot_qc' has 3 qubits and 0 classical bits.,troter_utils_v0_1f5e88.py,238
CodeQL,warning,ql-qc-size Circuit 'Trot_qc' has 3 qubits and 0 classical bits.,troter_utils_e9d859.py,238
CodeQL,warning,ql-qc-size Circuit 'Trot_qc' has 3 qubits and 0 classical bits.,troter_utils_e9d859.py,263
CodeQL,warning,ql-qc-size Circuit 'Trot_qc' has 3 qubits and 0 classical bits.,util_7c12eb.py,698
CodeQL,warning,ql-qc-size Circuit 'Trot_qc_disorder' has 0 qubits and 0 classical bits.,init_44e209.py,73
CodeQL,warning,ql-qc-size Circuit 'Trot_qc_disorder' has 5 qubits and 0 classical bits.,02_qrw_and_localization_ko_32847e.py,303
