Tool,Severity,Code,Location,Line
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (472, 9) and (472, 9)
Two consecutive measurements on qubit 'IntegerLiteral' at locations: (473, 9) and (472, 9)",shor_sequential_qft_c0bda9.py,472
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (472, 9) and (473, 9)
Two consecutive measurements on qubit 'IntegerLiteral' at locations: (473, 9) and (473, 9)",shor_sequential_qft_c0bda9.py,473
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (473, 9) and (478, 9)",test_stochastic_swap_89a6ef.py,478
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (5, 1) and (7, 1)",quantumdice_bc7351.py,7
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (5, 1) and (9, 1)
Two consecutive measurements on qubit 'IntegerLiteral' at locations: (7, 1) and (9, 1)",quantumdice_bc7351.py,9
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (516, 9) and (516, 9)
Two consecutive measurements on qubit 'IntegerLiteral' at locations: (517, 9) and (516, 9)",rsaqattack_362071.py,516
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (516, 9) and (517, 9)
Two consecutive measurements on qubit 'IntegerLiteral' at locations: (517, 9) and (517, 9)",rsaqattack_362071.py,517
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (534, 9) and (541, 9)",test_stochastic_swap_89a6ef.py,541
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (563, 9) and (563, 9)
Two consecutive measurements on qubit 'IntegerLiteral' at locations: (564, 9) and (563, 9)",test_8fe110.py,563
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (563, 9) and (564, 9)
Two consecutive measurements on qubit 'IntegerLiteral' at locations: (564, 9) and (564, 9)",test_8fe110.py,564
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (566, 9) and (567, 9)",test_stochastic_swap_89a6ef.py,567
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (58, 9) and (61, 9)",test_qasm_simulator_edd048.py,61
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (59, 9) and (62, 9)",test_qasm_simulator_682153.py,62
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (59, 9) and (62, 9)",test_qasm_simulator_edd048.py,62
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (60, 9) and (63, 9)",test_qasm_simulator_682153.py,63
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (62, 5) and (63, 13)",inefficientnot_fe6009.py,63
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (65, 9) and (65, 9)",gcd_45a5bf.py,65
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (67, 9) and (70, 9)",test_qasm_simulator_edd048.py,70
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (68, 5) and (68, 5)",montgomery_modular_multiplication_593bfe.py,68
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (68, 9) and (71, 9)",test_qasm_simulator_682153.py,71
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (68, 9) and (71, 9)",test_qasm_simulator_edd048.py,71
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (69, 1) and (74, 1)",12_quantum_key_distribution_checkpoint_4165fd.py,74
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (69, 1) and (74, 1)",quantum_key_distribution_3a4033.py,74
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (69, 1) and (74, 1)",quantum_key_distribution_5a5d07.py,74
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (69, 1) and (74, 1)",quantum_key_distribution_62f76f.py,74
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (69, 1) and (74, 1)",quantum_key_distribution_7121d0.py,74
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (69, 1) and (74, 1)",quantum_key_distribution_875841.py,74
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (69, 1) and (74, 1)",quantum_key_distribution_e8abe3.py,74
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (69, 9) and (72, 9)",test_qasm_simulator_682153.py,72
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (72, 1) and (95, 1)",algoritmo_deutsch_7fe3dd.py,95
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (72, 13) and (72, 13)",scigym_teleportation_bruteforce_6835fc.py,72
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (76, 13) and (76, 13)",scigym_teleportation_bruteforce_6835fc.py,76
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (77, 1) and (109, 1)
Two consecutive measurements on qubit 'IntegerLiteral' at locations: (93, 1) and (109, 1)",quantum_kmeans_3f2e16.py,109
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (77, 1) and (93, 1)",quantum_kmeans_3f2e16.py,93
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (77, 9) and (77, 9)",ipe_box_improved1_0e749f.py,77
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (80, 13) and (80, 13)",scigym_teleportation_bruteforce_6835fc.py,80
CodeQL,warning,"ql-double-measurement Two consecutive measurements on qubit 'IntegerLiteral' at locations: (80, 13) and (95, 5)",scigym_teleportation_bruteforce_6835fc.py,95
CodeQL,warning,"ql-ghost-composition Ghost composition at location: (107, 9)",test_mc_gate_13ba80.py,107
CodeQL,warning,"ql-ghost-composition Ghost composition at location: (109, 16)",cfgs_0e29a1.py,109
CodeQL,warning,"ql-ghost-composition Ghost composition at location: (117, 12)",qft_20madness_e6a6d7.py,117
CodeQL,warning,"ql-ghost-composition Ghost composition at location: (124, 9)",test_mc_gate_13ba80.py,124
CodeQL,warning,"ql-ghost-composition Ghost composition at location: (19, 24)",encoding_qubo_decoding_mixture_fe192c.py,19
CodeQL,warning,"ql-ghost-composition Ghost composition at location: (22, 27)",encoding_qubo_decoding_mixture_fe192c.py,22
CodeQL,warning,"ql-ghost-composition Ghost composition at location: (222, 1)",error_correction_repetition_code_e94ab1.py,222
CodeQL,warning,"ql-ghost-composition Ghost composition at location: (249, 1)",error_correction_repetition_code_e94ab1.py,249
CodeQL,warning,"ql-ghost-composition Ghost composition at location: (275, 1)",error_correction_repetition_code_e94ab1.py,275
CodeQL,warning,"ql-ghost-composition Ghost composition at location: (303, 1)",error_correction_repetition_code_e94ab1.py,303
CodeQL,warning,"ql-ghost-composition Ghost composition at location: (322, 9)",shor_df608f.py,322
CodeQL,warning,"ql-ghost-composition Ghost composition at location: (37, 12)",test_vqe_56dff3.py,37
CodeQL,warning,"ql-ghost-composition Ghost composition at location: (62, 9)",our_vqe_f549f9.py,62
CodeQL,warning,"ql-ghost-composition Ghost composition at location: (90, 9)",test_mc_gate_13ba80.py,90
CodeQL,warning,ql-incompatible-composition The subcircuit 'halfadder' has more qubits (4) than the main circuit 'qc' (0),adder_639c75.py,34
CodeQL,warning,"ql-measure-all-abuse measure_all() on the circuit 'circuit' (at location:13, 11)  when it has already 48 classical bits.",qrng_09be03.py,19
CodeQL,warning,"ql-measure-all-abuse measure_all() on the circuit 'circuit' (at location:17, 15)  when it has already 2 classical bits.",bell_states_example_55fd07.py,20
CodeQL,warning,"ql-measure-all-abuse measure_all() on the circuit 'circuit' (at location:7, 15)  when it has already 5 classical bits.",qrng_9498d5.py,10
CodeQL,warning,"ql-measure-all-abuse measure_all() on the circuit 'circuit' (at location:78, 15)  when it has already 1 classical bits.",interferibmc_c22d6b.py,84
CodeQL,warning,"ql-measure-all-abuse measure_all() on the circuit 'circuit2' (at location:22, 16)  when it has already 2 classical bits.",bell_states_example_55fd07.py,25
CodeQL,warning,"ql-measure-all-abuse measure_all() on the circuit 'demo' (at location:320, 6)  when it has already 6 classical bits.",matchgate_tools_mudground_checkpoint_a852d9.py,326
CodeQL,warning,"ql-measure-all-abuse measure_all() on the circuit 'qc' (at location:100, 14)  when it has already 6 classical bits.",test_parse_counts_0953d6.py,113
CodeQL,warning,"ql-measure-all-abuse measure_all() on the circuit 'qc' (at location:11, 6)  when it has already 4 classical bits.",qis_tut_circuit_basic_b9a0b3.py,23
CodeQL,warning,"ql-measure-all-abuse measure_all() on the circuit 'qc' (at location:17, 10)  when it has already 1 classical bits.",polarization_20rotator_20angle_25374b.py,20
CodeQL,warning,"ql-measure-all-abuse measure_all() on the circuit 'qc' (at location:23, 10)  when it has already 0 classical bits.",n_qubit_grovers_algorithm_ff6131.py,117
CodeQL,warning,"ql-measure-all-abuse measure_all() on the circuit 'qc' (at location:23, 10)  when it has already 5 classical bits.",5_6d96db.py,39
CodeQL,warning,"ql-measure-all-abuse measure_all() on the circuit 'qc' (at location:257, 10)  when it has already 4 classical bits.",exercises_37c6a5.py,279
CodeQL,warning,"ql-measure-all-abuse measure_all() on the circuit 'qc' (at location:29, 14)  when it has already 3 classical bits.",test_parse_counts_0953d6.py,31
CodeQL,warning,"ql-measure-all-abuse measure_all() on the circuit 'qc' (at location:29, 6)  when it has already 5 classical bits.",main_2f60d4.py,30
CodeQL,warning,"ql-measure-all-abuse measure_all() on the circuit 'qc' (at location:32, 6)  when it has already 10 classical bits.",ghz_7af332.py,35
CodeQL,warning,"ql-measure-all-abuse measure_all() on the circuit 'qc' (at location:32, 6)  when it has already 10 classical bits.",ghz_ca5e66.py,35
CodeQL,warning,"ql-measure-all-abuse measure_all() on the circuit 'qc' (at location:406, 6)  when it has already 5 classical bits.",qiskit_c50734.py,412
CodeQL,warning,"ql-measure-all-abuse measure_all() on the circuit 'qc' (at location:5, 6)  when it has already 129 classical bits.",code_12fb50.py,70
CodeQL,warning,"ql-measure-all-abuse measure_all() on the circuit 'qc' (at location:6, 6)  when it has already 1 classical bits.",main_225859.py,9
CodeQL,warning,"ql-measure-all-abuse measure_all() on the circuit 'qc' (at location:6, 6)  when it has already 6 classical bits.",example_1_c6d971.py,10
CodeQL,warning,"ql-measure-all-abuse measure_all() on the circuit 'qc' (at location:97, 10)  when it has already 31 classical bits.",mnist_dd2c4f.py,110
CodeQL,warning,"ql-measure-all-abuse measure_all() on the circuit 'quantum_circuit' (at location:12, 19)  when it has already 2 classical bits.",quantum_entanglement_f902fe.py,23
CodeQL,warning,ql-op-after-optimization Gate measure applied to transpiled circuit: qc.,groverfuncs_9232ea.py,55
CodeQL,warning,ql-op-after-optimization Gate measure applied to transpiled circuit: qc.,source_59a0eb956a0d4e6b8720f272136f2799_9b8ba7.py,34
CodeQL,warning,ql-op-after-optimization Gate measure applied to transpiled circuit: qc.,source_948f90de9947418289b220bd2e61caa3_caae3b.py,58
CodeQL,warning,ql-op-after-optimization Gate measure_all applied to transpiled circuit: qc1.,real_system_c4c34f.py,40
CodeQL,warning,ql-op-after-optimization Gate measure_all applied to transpiled circuit: qc1.,real_system_c4c34f.py,59
CodeQL,warning,ql-op-after-optimization Gate measure_all applied to transpiled circuit: qc3.,real_system_c4c34f.py,45
CodeQL,warning,ql-op-after-optimization Gate measure_all applied to transpiled circuit: qc3.,real_system_c4c34f.py,64
CodeQL,warning,"ql-operation-after-measurement Operation 'ccx' on qubit 1 after measurement at location: (10, 1).
Operation 'ccx' on qubit 0 after measurement at location: (9, 1).",circuit_1_7229f9.py,11
CodeQL,warning,"ql-operation-after-measurement Operation 'ccx' on qubit 1 after measurement at location: (13, 1).",circuit_bc8def.py,17
CodeQL,warning,"ql-operation-after-measurement Operation 'ccx' on qubit 1 after measurement at location: (13, 1).",circuit_bc8def.py,29
CodeQL,warning,"ql-operation-after-measurement Operation 'ccx' on qubit 1 after measurement at location: (13, 1).",circuit_bc8def.py,32
CodeQL,warning,"ql-operation-after-measurement Operation 'ccx' on qubit 2 after measurement at location: (22, 5).",or_with_qubits_17fe47.py,20
CodeQL,warning,"ql-operation-after-measurement Operation 'ccx' on qubit 2 after measurement at location: (22, 9).",bombtester_8c8baa.py,21
CodeQL,warning,"ql-operation-after-measurement Operation 'ccx' on qubit 2 after measurement at location: (34, 1).",one_counter_b1b6ac.py,47
CodeQL,warning,"ql-operation-after-measurement Operation 'ch' on qubit 0 after measurement at location: (17, 1).
Operation 'ch' on qubit 1 after measurement at location: (18, 1).",task_1_bbf4fb.py,19
CodeQL,warning,"ql-operation-after-measurement Operation 'ch' on qubit 0 after measurement at location: (17, 1).
Operation 'ch' on qubit 1 after measurement at location: (18, 1).",task_2_4f46b2.py,19
CodeQL,warning,"ql-operation-after-measurement Operation 'ch' on qubit 0 after measurement at location: (17, 1).
Operation 'ch' on qubit 2 after measurement at location: (23, 1).",task_1_bbf4fb.py,24
CodeQL,warning,"ql-operation-after-measurement Operation 'ch' on qubit 0 after measurement at location: (17, 1).
Operation 'ch' on qubit 2 after measurement at location: (23, 1).",task_2_4f46b2.py,24
CodeQL,warning,"ql-operation-after-measurement Operation 'ch' on qubit 0 after measurement at location: (18, 1).
Operation 'ch' on qubit 2 after measurement at location: (24, 1).",task_3_4b4e03.py,25
CodeQL,warning,"ql-operation-after-measurement Operation 'ch' on qubit 1 after measurement at location: (19, 1).
Operation 'ch' on qubit 0 after measurement at location: (18, 1).",task_3_4b4e03.py,20
CodeQL,warning,"ql-operation-after-measurement Operation 'cnot' on qubit 0 after measurement at location: (72, 1).",algoritmo_deutsch_7fe3dd.py,90
CodeQL,warning,"ql-operation-after-measurement Operation 'crz' on qubit 2 after measurement at location: (34, 1).",quntum_204_dec_2005_202020_206_2042_20am_16e278.py,38
CodeQL,warning,"ql-operation-after-measurement Operation 'cswap' on qubit 0 after measurement at location: (397, 1).",quantummnist_1f1a21.py,434
CodeQL,warning,"ql-operation-after-measurement Operation 'cswap' on qubit 0 after measurement at location: (397, 1).",quantummnist_1f1a21.py,435
CodeQL,warning,"ql-operation-after-measurement Operation 'cswap' on qubit 0 after measurement at location: (397, 1).",quantummnist_1f1a21.py,436
CodeQL,warning,"ql-operation-after-measurement Operation 'cswap' on qubit 0 after measurement at location: (397, 1).",quantummnist_1f1a21.py,437
CodeQL,warning,"ql-operation-after-measurement Operation 'cswap' on qubit 0 after measurement at location: (397, 1).",quantummnist_1f1a21.py,438
CodeQL,warning,"ql-operation-after-measurement Operation 'cswap' on qubit 0 after measurement at location: (397, 1).",quantummnist_1f1a21.py,439
CodeQL,warning,"ql-operation-after-measurement Operation 'cswap' on qubit 0 after measurement at location: (397, 1).",quantummnist_1f1a21.py,440
CodeQL,warning,"ql-operation-after-measurement Operation 'cswap' on qubit 0 after measurement at location: (397, 1).",quantummnist_1f1a21.py,441
CodeQL,warning,"ql-operation-after-measurement Operation 'cswap' on qubit 2 after measurement at location: (126, 13).",kmeans_51babb.py,120
CodeQL,warning,"ql-operation-after-measurement Operation 'cswap' on qubit 2 after measurement at location: (34, 1).",one_counter_b1b6ac.py,65
CodeQL,warning,"ql-operation-after-measurement Operation 'cswap' on qubit 2 after measurement at location: (34, 1).",one_counter_b1b6ac.py,69
CodeQL,warning,"ql-operation-after-measurement Operation 'cswap' on qubit 2 after measurement at location: (36, 9).",quantum_k_means_beccb9.py,33
CodeQL,warning,"ql-operation-after-measurement Operation 'cswap' on qubit 2 after measurement at location: (37, 9).",distance_qiskit_a201b4.py,35
CodeQL,warning,"ql-operation-after-measurement Operation 'cswap' on qubit 2 after measurement at location: (77, 1).",quantum_kmeans_3f2e16.py,90
CodeQL,warning,"ql-operation-after-measurement Operation 'cswap' on qubit 2 after measurement at location: (77, 1).
Operation 'cswap' on qubit 2 after measurement at location: (93, 1).",quantum_kmeans_3f2e16.py,106
CodeQL,warning,"ql-operation-after-measurement Operation 'cx' on qubit 0 after measurement at location: (27, 1).",quantum_20teleportation_8e72e9.py,29
CodeQL,warning,"ql-operation-after-measurement Operation 'cx' on qubit 0 after measurement at location: (33, 1).",teleportation_50c827.py,50
CodeQL,warning,"ql-operation-after-measurement Operation 'cx' on qubit 0 after measurement at location: (33, 1).",teleportation_8f1eaf.py,50
CodeQL,warning,"ql-operation-after-measurement Operation 'cx' on qubit 0 after measurement at location: (38, 5).",control_flow_circuits_e78e53.py,40
CodeQL,warning,"ql-operation-after-measurement Operation 'cx' on qubit 0 after measurement at location: (473, 9).",test_stochastic_swap_89a6ef.py,476
CodeQL,warning,"ql-operation-after-measurement Operation 'cx' on qubit 0 after measurement at location: (534, 9).",test_stochastic_swap_89a6ef.py,538
CodeQL,warning,"ql-operation-after-measurement Operation 'cx' on qubit 0 after measurement at location: (72, 13).
Operation 'cx' on qubit 1 after measurement at location: (76, 13).",scigym_teleportation_bruteforce_6835fc.py,68
CodeQL,warning,"ql-operation-after-measurement Operation 'cx' on qubit 1 after measurement at location: (103, 1).",the_20quantum_20teleportation_20algorithm_c014d5.py,127
CodeQL,warning,"ql-operation-after-measurement Operation 'cx' on qubit 1 after measurement at location: (13, 1).",circuit_bc8def.py,16
CodeQL,warning,"ql-operation-after-measurement Operation 'cx' on qubit 1 after measurement at location: (14, 2).",quantumteleportation_2823d6.py,15
CodeQL,warning,"ql-operation-after-measurement Operation 'cx' on qubit 1 after measurement at location: (155, 1).",ch_3_28325b.py,157
CodeQL,warning,"ql-operation-after-measurement Operation 'cx' on qubit 1 after measurement at location: (16, 1).",qiskitcode_c7825c.py,18
CodeQL,warning,"ql-operation-after-measurement Operation 'cx' on qubit 1 after measurement at location: (20, 1).",teleportation_07c3ca.py,24
CodeQL,warning,"ql-operation-after-measurement Operation 'cx' on qubit 1 after measurement at location: (22, 1).",sup_teleport_db51a7.py,25
CodeQL,warning,"ql-operation-after-measurement Operation 'cx' on qubit 1 after measurement at location: (25, 1).",demo3_quantum_teleportation_5b8be6.py,27
CodeQL,warning,"ql-operation-after-measurement Operation 'cx' on qubit 1 after measurement at location: (26, 5).",quantum_teleportation_1881c2.py,29
CodeQL,warning,"ql-operation-after-measurement Operation 'cx' on qubit 1 after measurement at location: (27, 1).",quantum_20teleportation_8e72e9.py,28
CodeQL,warning,"ql-operation-after-measurement Operation 'cx' on qubit 1 after measurement at location: (27, 1).",single_qubit_01e1c7.py,30
CodeQL,warning,"ql-operation-after-measurement Operation 'cx' on qubit 1 after measurement at location: (28, 1).",q02_417981.py,31
CodeQL,warning,"ql-operation-after-measurement Operation 'cx' on qubit 1 after measurement at location: (28, 1).",quantum_teleport_4f22f3.py,32
CodeQL,warning,"ql-operation-after-measurement Operation 'cx' on qubit 1 after measurement at location: (28, 1).",quantum_teleportation_9276a1.py,30
CodeQL,warning,"ql-operation-after-measurement Operation 'cx' on qubit 1 after measurement at location: (30, 1).",kvatna_teleportacija2_e2c287.py,33
CodeQL,warning,"ql-operation-after-measurement Operation 'cx' on qubit 1 after measurement at location: (30, 1).",quantum_teleportation_4e0c5c.py,36
CodeQL,warning,"ql-operation-after-measurement Operation 'cx' on qubit 1 after measurement at location: (37, 5).",teleportation_a12212.py,41
CodeQL,warning,"ql-operation-after-measurement Operation 'cx' on qubit 1 after measurement at location: (38, 1).",hw9_99e695.py,43
CodeQL,warning,"ql-operation-after-measurement Operation 'cx' on qubit 1 after measurement at location: (47, 1).",quantumteleportationprotocol_7da521.py,55
